lrop,lrbc,lrtm,lrcl,lrtr,lrtc,lrck
44.5723,26.1023,46.5219,26.9102,46.4677,24.4125,46.7892,23.6922,45.8098,21.3379,45.0626,28.7145,44.3621,28.4885
